Id,y
900,171.781099
901,42.868062
902,-62.291920
903,-2.421530
904,-44.898485
905,-26.301927
906,53.500182
907,20.193389
908,-65.473137
909,241.726085
910,82.923319
911,-106.052604
912,1.854429
913,-24.006134
914,-6.318503
915,20.797625
916,-41.485504
917,-11.337043
918,57.550533
919,-0.417140
920,105.290239
921,129.725617
922,47.053644
923,3.746522
924,11.024341
925,3.958440
926,-30.911538
927,9.898634
928,-33.383318
929,-66.877004
930,33.796932
931,41.555414
932,70.594089
933,-82.161187
934,14.086108
935,31.745672
936,-51.079535
937,-9.345345
938,-6.162157
939,22.342037
940,50.068484
941,-13.003659
942,-15.079347
943,83.771108
944,10.708553
945,-41.904052
946,36.037758
947,21.868522
948,-64.128360
949,-12.053990
950,44.839681
951,-4.690523
952,47.930337
953,13.660764
954,72.137574
955,-24.394116
956,45.595573
957,-12.977442
958,-57.836277
959,-2.328982
960,-42.857414
961,-33.063257
962,25.855906
963,-30.001086
964,-34.277729
965,97.300345
966,-40.013303
967,-3.604789
968,8.759911
969,17.680170
970,-57.253815
971,37.765450
972,5.622682
973,-59.479543
974,53.708136
975,-35.069590
976,-85.047586
977,-13.599079
978,31.196627
979,-45.318612
980,78.948652
981,-132.786607
982,-24.165456
983,51.922464
984,35.807111
985,-22.041900
986,30.913251
987,-29.977109
988,40.448616
989,78.708375
990,-4.602227
991,-8.851926
992,-42.179225
993,53.409209
994,-41.601254
995,-11.245350
996,72.327726
997,-17.674241
998,11.875232
999,2.423086
1000,-14.748768
1001,70.619266
1002,-44.235466
1003,-4.245251
1004,-15.290484
1005,16.082276
1006,8.404743
1007,46.421879
1008,-95.567754
1009,12.530262
1010,143.231498
1011,-18.995978
1012,-46.823002
1013,-66.407399
1014,-38.589331
1015,40.643349
1016,-16.920318
1017,-94.907912
1018,5.140101
1019,1.743125
1020,-50.452306
1021,-5.347254
1022,-2.138504
1023,-10.564548
1024,-43.060063
1025,-23.872470
1026,-71.149005
1027,41.006496
1028,62.561891
1029,45.578022
1030,-32.134316
1031,19.287999
1032,20.320040
1033,-49.995998
1034,-75.590738
1035,8.369748
1036,21.262851
1037,-0.232823
1038,-11.314937
1039,96.557230
1040,-42.952527
1041,54.406990
1042,31.635449
1043,9.138748
1044,-32.856111
1045,-1.764016
1046,8.497772
1047,-10.147119
1048,-14.020940
1049,-49.452887
1050,-13.115087
1051,-45.243752
1052,-69.845904
1053,4.575535
1054,17.946174
1055,-4.299841
1056,-151.392604
1057,-19.121278
1058,-60.101587
1059,92.710949
1060,25.808479
1061,-32.854294
1062,35.872619
1063,16.844758
1064,7.706724
1065,-18.724754
1066,72.988135
1067,-44.887920
1068,42.959675
1069,117.263980
1070,25.608469
1071,-24.493195
1072,-35.754075
1073,165.524795
1074,-0.243139
1075,44.327983
1076,-37.700874
1077,68.592424
1078,-98.705034
1079,-6.858332
1080,-6.704688
1081,41.751329
1082,-3.360825
1083,-12.987973
1084,43.731714
1085,31.605066
1086,6.602366
1087,57.778981
1088,13.050918
1089,84.609507
1090,-49.431583
1091,-12.915047
1092,-97.500604
1093,-58.279581
1094,-20.183823
1095,63.919761
1096,-3.046841
1097,-6.476598
1098,20.198505
1099,23.382431
1100,79.081418
1101,27.449986
1102,-33.620321
1103,42.693836
1104,-7.715471
1105,9.641578
1106,0.640969
1107,67.554394
1108,11.291312
1109,60.900274
1110,-58.528468
1111,-29.327290
1112,-22.927284
1113,-104.510259
1114,55.909456
1115,-83.707043
1116,60.019807
1117,-16.084249
1118,-41.568822
1119,0.734283
1120,-9.572724
1121,37.315351
1122,23.246711
1123,-15.652557
1124,16.078522
1125,186.874457
1126,-17.675022
1127,62.555060
1128,-39.875765
1129,31.911239
1130,-12.086715
1131,-46.307016
1132,26.204974
1133,-40.745893
1134,9.996554
1135,-72.767178
1136,8.642744
1137,208.646666
1138,-5.778643
1139,-53.730605
1140,91.402901
1141,53.488309
1142,-9.367783
1143,131.372354
1144,17.935642
1145,-16.985468
1146,-53.744136
1147,20.776627
1148,176.907952
1149,29.420092
1150,4.597830
1151,12.723815
1152,-19.076537
1153,54.465530
1154,-23.115607
1155,-19.393981
1156,3.984089
1157,77.928448
1158,-24.461991
1159,7.257691
1160,-94.340266
1161,-72.611254
1162,-6.993749
1163,18.334936
1164,45.056739
1165,50.338718
1166,4.638803
1167,65.076154
1168,-0.140253
1169,-76.460888
1170,43.107354
1171,68.175199
1172,60.975518
1173,39.437995
1174,-124.307790
1175,15.227789
1176,-85.120884
1177,-16.471042
1178,134.140455
1179,94.813448
1180,-38.987435
1181,57.151008
1182,-31.230840
1183,60.557860
1184,37.848448
1185,112.614178
1186,5.632024
1187,-41.880040
1188,-6.338717
1189,-49.987920
1190,131.498981
1191,14.330740
1192,3.315373
1193,120.127462
1194,-7.139717
1195,63.680981
1196,61.123649
1197,11.731358
1198,7.987555
1199,108.062854
1200,22.343018
1201,16.394059
1202,26.292040
1203,12.549085
1204,27.799263
1205,41.657998
1206,30.148529
1207,175.533936
1208,-9.284947
1209,48.976882
1210,-0.080578
1211,-21.904054
1212,82.105762
1213,23.794381
1214,6.537494
1215,76.213222
1216,105.877124
1217,289.725466
1218,10.711090
1219,11.322533
1220,20.471807
1221,27.401633
1222,122.322449
1223,-18.913034
1224,-45.220565
1225,58.276447
1226,61.706509
1227,-98.639334
1228,-68.146120
1229,43.344228
1230,0.374484
1231,-9.561246
1232,72.765824
1233,-15.375139
1234,124.756608
1235,-106.059177
1236,68.813935
1237,-10.331281
1238,-41.026135
1239,249.448927
1240,117.386031
1241,-146.445055
1242,26.987075
1243,-21.969496
1244,-3.967687
1245,26.468234
1246,5.623802
1247,105.954889
1248,-6.944370
1249,53.930985
1250,48.184891
1251,-43.458133
1252,-30.399249
1253,11.602392
1254,6.685828
1255,74.136616
1256,-6.696606
1257,67.122353
1258,5.989551
1259,59.508995
1260,-9.392141
1261,-29.646206
1262,-43.768800
1263,-26.866016
1264,-8.035609
1265,-23.825073
1266,-36.702665
1267,-48.558393
1268,4.060508
1269,11.392079
1270,6.169094
1271,46.458057
1272,88.614069
1273,-8.459291
1274,8.324952
1275,0.513336
1276,40.003555
1277,-26.380962
1278,12.695322
1279,-46.758470
1280,-110.278481
1281,136.892509
1282,-30.419462
1283,100.320561
1284,25.793378
1285,35.710847
1286,-42.377378
1287,17.818338
1288,1.158243
1289,10.052701
1290,17.151086
1291,60.533808
1292,24.864167
1293,10.447022
1294,52.816788
1295,11.929205
1296,-66.608014
1297,7.554914
1298,-8.278372
1299,63.592225
1300,-25.535343
1301,58.966618
1302,48.368935
1303,-4.579322
1304,-43.718927
1305,-15.138194
1306,-88.048696
1307,9.031889
1308,6.923655
1309,-29.501504
1310,142.709275
1311,-45.223079
1312,100.078606
1313,1.444632
1314,150.912933
1315,-13.038595
1316,4.990366
1317,9.651960
1318,-54.930965
