Id,y
900,165.677129
901,45.675317
902,-57.652700
903,0.729293
904,-42.076097
905,-25.966145
906,54.945612
907,22.112307
908,-59.201714
909,233.894953
910,82.894877
911,-111.880135
912,6.311440
913,-15.872244
914,-5.981042
915,21.210107
916,-36.022025
917,-14.462997
918,56.538450
919,-2.596693
920,110.782198
921,131.476998
922,43.997146
923,23.039119
924,12.021681
925,2.085076
926,-28.312550
927,11.175683
928,-28.180782
929,-66.289678
930,36.110942
931,40.654233
932,76.080882
933,-88.668451
934,14.052229
935,34.609767
936,-45.451181
937,-5.689216
938,-4.092236
939,26.915818
940,45.020182
941,-13.528069
942,-16.671625
943,89.230568
944,11.963670
945,-39.848194
946,40.207289
947,31.400526
948,-68.776490
949,-8.909450
950,46.860769
951,-5.466400
952,46.295527
953,16.347352
954,74.721037
955,-23.474128
956,56.651357
957,-14.388218
958,-62.456086
959,-1.289683
960,-42.075889
961,-40.102546
962,27.386370
963,-26.848564
964,-35.406367
965,99.266409
966,-45.353712
967,-4.393617
968,10.394450
969,21.292800
970,-59.876312
971,39.148403
972,5.442351
973,-61.966725
974,57.605334
975,-32.761540
976,-86.182044
977,-13.156287
978,32.415886
979,-42.326818
980,77.846171
981,-137.817321
982,-21.535350
983,50.003642
984,38.460325
985,-23.754351
986,30.403386
987,-31.513282
988,40.714448
989,87.006608
990,-3.385059
991,-2.644453
992,-44.815052
993,59.904504
994,-40.237222
995,-7.514342
996,78.672216
997,-15.732801
998,10.030586
999,-0.236101
1000,-17.603475
1001,68.722419
1002,-44.957636
1003,-5.246384
1004,-18.090954
1005,17.436444
1006,8.678088
1007,48.957975
1008,-101.488484
1009,13.337365
1010,138.401398
1011,-19.645502
1012,-51.140772
1013,-62.754179
1014,-42.778247
1015,43.742766
1016,-17.676194
1017,-96.341232
1018,-0.888007
1019,-2.765437
1020,-52.136644
1021,-4.412193
1022,-3.027092
1023,-12.962659
1024,-44.239918
1025,-33.985389
1026,-69.823727
1027,37.592393
1028,60.404579
1029,44.323128
1030,-38.491341
1031,19.676182
1032,20.935748
1033,-49.910367
1034,-73.292166
1035,6.688612
1036,22.410369
1037,-2.819929
1038,-11.409356
1039,91.740086
1040,-40.568452
1041,51.056343
1042,34.876199
1043,10.578394
1044,-32.734770
1045,-1.341909
1046,7.613368
1047,-10.865923
1048,-14.918771
1049,-53.675434
1050,-13.210146
1051,-45.506600
1052,-72.936961
1053,3.567863
1054,17.166584
1055,-8.514767
1056,-153.483059
1057,-23.210898
1058,-59.432715
1059,93.694629
1060,30.268960
1061,-34.977261
1062,35.823748
1063,20.577018
1064,7.140870
1065,-16.318736
1066,74.028493
1067,-47.044797
1068,43.594206
1069,120.910478
1070,23.266932
