Id,y
900,185.796528
901,58.788492
902,-73.073554
903,4.317046
904,-45.531080
905,-24.423417
906,55.922799
907,17.774072
908,-54.105587
909,241.709667
910,102.275654
911,-104.613105
912,3.914752
913,-10.144858
914,-5.520124
915,19.407052
916,-40.659830
917,-20.413278
918,53.883021
919,-5.604472
920,105.792562
921,122.261189
922,62.203628
923,7.204397
924,12.462556
925,1.193186
926,-33.243770
927,6.940698
928,-31.808009
929,-72.774334
930,41.004101
931,42.192944
932,72.558502
933,-86.355312
934,14.668812
935,34.131808
936,-48.651284
937,-12.676182
938,-2.753409
939,23.455938
940,47.089759
941,-14.580075
942,-15.328379
943,84.901130
944,9.199131
945,-40.937695
946,40.716253
947,31.502817
948,-72.170559
949,-12.608272
950,48.165163
951,-2.784675
952,45.690756
953,16.090461
954,75.168573
955,-24.956822
956,61.006656
957,-17.934460
958,-62.713189
959,-5.283535
960,-42.673045
961,-47.412113
962,29.039551
963,-24.250607
964,-37.093457
965,91.804655
966,-48.102102
967,-3.706758
968,10.588727
969,16.860011
970,-59.415901
971,42.751310
972,7.604780
973,-61.984110
974,65.771449
975,-33.645431
976,-74.086830
977,-14.735720
978,29.034084
979,-47.151688
980,78.601544
981,-135.790320
982,-31.515725
983,43.853841
984,41.350544
985,-21.928239
986,28.591373
987,-30.232617
988,34.730734
989,81.960190
990,-5.718838
991,2.236332
992,-43.948888
993,58.549064
994,-36.818522
995,-10.616543
996,75.902141
997,-14.040691
998,15.737272
999,-0.777463
1000,-14.153229
1001,63.855520
1002,-50.896362
1003,-4.121811
1004,-16.277474
1005,18.039278
1006,7.668935
1007,42.946032
1008,-99.547363
1009,12.517110
1010,135.284280
1011,-22.788472
1012,-56.478137
1013,-61.577699
1014,-36.922775
1015,45.861891
1016,-16.810948
1017,-98.285081
1018,-0.405797
1019,-6.695085
1020,-68.830468
1021,-6.731255
1022,-6.217353
1023,-20.737853
1024,-43.889767
1025,-31.583886
1026,-69.002654
1027,37.848340
1028,56.247037
1029,41.462822
1030,-41.533100
1031,18.797199
1032,23.872077
1033,-46.463519
1034,-79.778354
1035,6.179130
1036,16.910656
1037,-0.905097
1038,-9.339967
1039,100.485174
1040,-42.557327
1041,47.154872
1042,31.359953
1043,14.812342
1044,-36.878144
1045,-4.375546
1046,6.739306
1047,-8.790531
1048,-18.588336
1049,-53.481403
1050,-12.427882
1051,-45.554024
1052,-68.335451
1053,7.696296
1054,13.634337
1055,-7.571670
1056,-152.887014
1057,-22.578770
1058,-55.574152
1059,87.533972
1060,34.106226
1061,-31.539514
1062,42.289237
1063,14.490068
1064,5.501336
1065,-4.696338
1066,75.140549
1067,-48.697548
1068,47.406483
1069,117.994410
1070,18.413613
1071,-19.559733
1072,-35.614687
1073,164.639235
1074,1.833789
1075,44.097047
1076,-36.285747
1077,72.055130
1078,-86.698298
1079,-7.541208
1080,-6.002060
1081,43.631990
1082,0.916337
1083,-13.075831
1084,43.207491
1085,28.073385
1086,1.084841
1087,60.340046
1088,9.499994
1089,86.625093
1090,-46.892787
1091,-5.765098
1092,-100.783881
1093,-55.732678
1094,-23.352892
1095,61.452943
1096,-4.336141
1097,-6.332478
1098,21.226043
1099,28.124675
1100,82.352022
1101,21.774814
1102,-27.983206
1103,43.330942
1104,-3.516569
1105,8.997154
1106,5.508391
1107,70.751363
1108,10.498792
1109,62.043297
1110,-58.610842
1111,-28.547134
1112,-18.315749
1113,-101.678445
1114,51.158163
1115,-93.959430
1116,62.150271
1117,-13.124067
1118,-37.146477
1119,0.309457
1120,-13.844905
1121,24.808361
1122,25.213489
